,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
930,2010-07-09,Despicable Me,69000000,251513985,2010,7,Despicable Me2010,Despicable Me,Uni.,John Cohen,Despicable Me,"Animation,Comedy,Family",tt1323594,182513985,3.6451302173913045,4,4.008705745792223,66000000.0,410600000.0,22911648.3942029
931,2010-07-30,Dinner for Schmucks,69000000,73026337,2010,7,Dinner for Schmucks2010,Dinner for Schmucks,P/DW,Walter F. Parkes,Dinner for Schmucks,Comedy,tt0427152,4026337,1.0583527101449275,4,4.008705745792223,66000000.0,410600000.0,22911648.3942029
933,2018-03-02,Red Sparrow,69000000,46874505,2018,3,Red Sparrow2018,Red Sparrow,Fox,Jenno Topping,Red Sparrow,"Action,Drama,Thriller",tt2873282,-22125495,0.679340652173913,4,4.008705745792223,66000000.0,410600000.0,22911648.3942029
936,2010-06-30,The Twilight Saga: Eclipse,68000000,300531751,2010,6,The Twilight Saga: Eclipse2010,The Twilight Saga: Eclipse,Sum.,Wyck Godfrey,The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy",tt1325004,232531751,4.419584573529412,4,4.005803830528149,66000000.0,410600000.0,22911648.3942029
939,2015-06-26,Ted 2,68000000,81476385,2015,6,Ted 22015,Ted 2,Uni.,Jason Clark,Ted 2,Comedy,tt2637276,13476385,1.1981821323529411,4,4.005803830528149,66000000.0,410600000.0,22911648.3942029
943,2011-02-25,Hall Pass,68000000,45060734,2011,2,Hall Pass2011,Hall Pass,WB (NL),Bradley Thomas,Hall Pass,"Comedy,Romance",tt0480687,-22939266,0.6626578529411765,4,4.005803830528149,66000000.0,410600000.0,22911648.3942029
949,2017-12-22,Downsizing,68000000,24449754,2017,12,Downsizing2017,Downsizing,Par.,Mark Johnson,Downsizing,"Drama,Sci-Fi",tt1389072,-43550246,0.35955520588235296,4,4.005803830528149,66000000.0,410600000.0,22911648.3942029
950,2012-03-02,Doctor Seuss' The Lorax,67500000,214030500,2012,3,Doctor Seuss' The Lorax2012,,,,,,,146530500,3.170822222222222,4,4.004352872896112,66000000.0,410600000.0,22911648.3942029
952,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,2012,6,Abraham Lincoln: Vampire Hunter2012,Abraham Lincoln: Vampire Hunter,Fox,Tim Burton,Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror",tt1611224,-29980861,0.5558390962962962,4,4.004352872896112,66000000.0,410600000.0,22911648.3942029
958,2014-03-14,Need for Speed,66000000,43568507,2014,3,Need for Speed2014,Need for Speed,BV,Patrick O'Brien,Need for Speed,"Action,Crime,Thriller",tt2369135,-22431493,0.6601288939393939,4,4.0,66000000.0,410600000.0,22911648.3942029
962,2012-11-09,Lincoln,65000000,182207973,2012,11,Lincoln2012,Lincoln,BV,Kathleen Kennedy,Lincoln,"Biography,Drama,History",tt0443272,117207973,2.8031995846153848,3,4.0,31000000.0,65000000.0,11378705.229850747
966,2018-07-13,Hotel Transylvania 3: Summer Vacation,65000000,167500092,2018,7,Hotel Transylvania 3: Summer Vacation2018,Hotel Transylvania 3: Summer Vacation,Sony,Michelle Murdocca,Hotel Transylvania 3: Summer Vacation,"Adventure,Animation,Comedy",tt5220122,102500092,2.5769244923076924,3,4.0,31000000.0,65000000.0,11378705.229850747
967,2012-12-25,Les Miserables,65000000,148809770,2012,12,Les Miserables2012,,,,,,,83809770,2.289381076923077,3,4.0,31000000.0,65000000.0,11378705.229850747
971,2014-12-25,Unbroken,65000000,115637895,2014,12,Unbroken2014,Unbroken,Uni.,,,,,50637895,1.7790445384615385,3,4.0,31000000.0,65000000.0,11378705.229850747
972,2015-06-05,Spy!,65000000,110825712,2015,6,Spy!2015,,,,,,,45825712,1.7050109538461538,3,4.0,31000000.0,65000000.0,11378705.229850747
973,2010-11-05,Due Date,65000000,100539043,2010,11,Due Date2010,Due Date,WB,Daniel Goldberg,Due Date,"Adventure,Comedy",tt1231583,35539043,1.5467545076923077,3,4.0,31000000.0,65000000.0,11378705.229850747
978,2014-12-19,Annie,65000000,85911262,2014,12,Annie2014,,,Jay Z,Annie,"Comedy,Drama,Family",tt1823664,20911262,1.321711723076923,3,4.0,31000000.0,65000000.0,11378705.229850747
981,2016-08-12,Pete's Dragon,65000000,76233151,2016,8,Peteâs Dragon2016,,,,,,,11233151,1.1728177076923076,3,4.0,31000000.0,65000000.0,11378705.229850747
986,2012-05-16,The Dictator,65000000,59650222,2012,5,The Dictator2012,The Dictator,Par.,Scott Rudin,The Dictator,Comedy,tt1645170,-5349778,0.917695723076923,3,4.0,31000000.0,65000000.0,11378705.229850747
989,2012-02-17,This Means War,65000000,54760791,2012,2,This Means War2012,This Means War,Fox,Robert Simonds,This Means War,"Action,Comedy,Romance",tt1596350,-10239209,0.8424737076923077,3,4.0,31000000.0,65000000.0,11378705.229850747
991,2015-02-27,Focus,65000000,53862963,2015,2,Focus2015,,,Denise Di Novi,Focus,"Comedy,Crime,Drama",tt2381941,-11137037,0.8286609692307693,3,4.0,31000000.0,65000000.0,11378705.229850747
993,2012-11-21,Red Dawn,65000000,44806783,2012,11,Red Dawn2012,,,Beau Flynn,Red Dawn,"Action,Sci-Fi,Thriller",tt1234719,-20193217,0.6893351230769231,3,4.0,31000000.0,65000000.0,11378705.229850747
995,2015-09-18,Everest,65000000,43482270,2015,9,Everest2015,,,Eric Fellner,Everest,"Action,Adventure,Biography",tt2719848,-21517730,0.668958,3,4.0,31000000.0,65000000.0,11378705.229850747
998,2012-09-14,Resident Evil: Retribution,65000000,42345531,2012,9,Resident Evil: Retribution2012,Resident Evil: Retribution,SGem,Jeremy Bolt,Resident Evil: Retribution,"Action,Horror,Sci-Fi",tt1855325,-22654469,0.6514697076923077,3,4.0,31000000.0,65000000.0,11378705.229850747
1011,2014-01-24,"I, Frankenstein",65000000,19075290,2014,1,"I, Frankenstein2014","I, Frankenstein",LGF,Andrew Mason,"I, Frankenstein","Action,Fantasy,Horror",tt1418377,-45924710,0.293466,3,4.0,31000000.0,65000000.0,11378705.229850747
1015,2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,2014,8,Sin City: A Dame to Kill For2014,,,Mark C. Manuel,Sin City: A Dame to Kill For,"Crime,Thriller",tt0458481,-51242196,0.21165852307692307,3,4.0,31000000.0,65000000.0,11378705.229850747
1019,2016-12-25,Live by Night,65000000,10378555,2016,12,Live by Night2016,,,Jennifer Davisson,Live by Night,"Action,Crime,Drama",tt2361317,-54621445,0.15967007692307691,3,4.0,31000000.0,65000000.0,11378705.229850747
1024,2015-09-04,Tian jiang xiong shi,65000000,74070,2015,9,Tian jiang xiong shi2015,,,,,,,-64925930,0.0011395384615384616,3,4.0,31000000.0,65000000.0,11378705.229850747
1030,2011-04-01,Hop,63000000,108085305,2011,4,Hop2011,Hop,Uni.,Christopher Meledandri,Hop,"Adventure,Animation,Comedy",tt1411704,45085305,1.7156397619047619,3,3.9411764705882355,31000000.0,65000000.0,11378705.229850747
1032,2017-09-15,American Assassin,63000000,36249674,2017,9,American Assassin2017,American Assassin,LGF,,,,,-26750326,0.5753916507936508,3,3.9411764705882355,31000000.0,65000000.0,11378705.229850747
1037,2015-12-25,The Hateful Eight,62000000,54117416,2015,12,The Hateful Eight2015,The Hateful Eight,Wein.,Richard N. Gladstein,The Hateful Eight,"Crime,Drama,Mystery",tt3460252,-7882584,0.8728615483870967,3,3.911764705882353,31000000.0,65000000.0,11378705.229850747
1042,2014-10-03,Gone Girl,61000000,167767189,2014,10,Gone Girl2014,Gone Girl,Fox,Reese Witherspoon,Gone Girl,"Drama,Mystery,Thriller",tt2267998,106767189,2.750281786885246,3,3.8823529411764706,31000000.0,65000000.0,11378705.229850747
1047,2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,2015,9,Maze Runner: The Scorch Trials2015,Maze Runner: The Scorch Trials,Fox,Ellen Goldsmith-Vein,Maze Runner: The Scorch Trials,"Action,Sci-Fi,Thriller",tt4046784,20697192,1.3392982295081968,3,3.8823529411764706,31000000.0,65000000.0,11378705.229850747
1050,2013-08-02,2 Guns,61000000,75612460,2013,8,2 Guns2013,2 Guns,Uni.,George Furla,2 Guns,"Action,Comedy,Crime",tt1272878,14612460,1.2395485245901638,3,3.8823529411764706,31000000.0,65000000.0,11378705.229850747
1053,2018-01-26,Maze Runner: The Death Cure,61000000,58032443,2018,1,Maze Runner: The Death Cure2018,Maze Runner: The Death Cure,Fox,,,,,-2967557,0.9513515245901639,3,3.8823529411764706,31000000.0,65000000.0,11378705.229850747
1055,2016-02-19,Mei Ren Yu,60720000,3229457,2016,2,Mei Ren Yu2016,,,,,,,-57490543,0.05318605072463768,3,3.8741176470588234,31000000.0,65000000.0,11378705.229850747
1057,2014-02-07,The Lego Movie,60000000,257784718,2014,2,The Lego Movie2014,,,,,,,197784718,4.296411966666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1063,2016-09-09,Sully,60000000,125070033,2016,9,Sully2016,Sully,WB,Tim Moore,Sully,"Biography,Drama",tt3263904,65070033,2.08450055,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1077,2010-10-15,Red,60000000,90380162,2010,10,Red2010,Red,Sum.,,,,,30380162,1.5063360333333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1081,2010-08-13,Eat Pray Love,60000000,80574010,2010,8,Eat Pray Love2010,Eat Pray Love,Sony,Dede Gardner,Eat Pray Love,"Drama,Romance",tt0879870,20574010,1.3429001666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1082,2012-12-21,Jack Reacher,60000000,80070736,2012,12,Jack Reacher2012,Jack Reacher,Par.,Don Granger,Jack Reacher,"Action,Crime,Thriller",tt0790724,20070736,1.3345122666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1087,2011-09-09,Contagion,60000000,75658097,2011,9,Contagion2011,Contagion,WB,Gregory Jacobs,Contagion,"Action,Drama,Thriller",tt1598778,15658097,1.2609682833333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1098,2016-03-04,London Has Fallen,60000000,62524260,2016,3,London Has Fallen2016,London Has Fallen,Focus,,,,,2524260,1.042071,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1103,2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,2016,10,Jack Reacher: Never Go Back2016,Jack Reacher: Never Go Back,Par.,Christopher McQuarrie,Jack Reacher: Never Go Back,"Action,Thriller",tt3393786,-1302924,0.9782846,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1105,2017-05-25,Baywatch,60000000,58060186,2017,5,Baywatch2017,Baywatch,Par.,,,,,-1939814,0.9676697666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1107,2015-12-25,Joy,60000000,56451232,2015,12,Joy2015,Joy,Fox,Ken Mok,Joy,Drama,tt2446980,-3548768,0.9408538666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1111,2012-08-17,ParaNorman,60000000,56003051,2012,8,ParaNorman2012,ParaNorman,Focus,Travis Knight,ParaNorman,"Adventure,Animation,Comedy",tt1623288,-3996949,0.9333841833333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1117,2014-09-26,The Boxtrolls,60000000,50837305,2014,9,The Boxtrolls2014,The Boxtrolls,Focus,,,,,-9162695,0.8472884166666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1118,2017-08-04,The Dark Tower,60000000,50701325,2017,8,The Dark Tower2017,The Dark Tower,Sony,Ron Howard,The Dark Tower,"Action,Adventure,Fantasy",tt1648190,-9298675,0.8450220833333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1120,2014-01-17,Jack Ryan: Shadow Recruit,60000000,50577412,2014,1,Jack Ryan: Shadow Recruit2014,Jack Ryan: Shadow Recruit,Par.,Mace Neufeld,Jack Ryan: Shadow Recruit,"Action,Drama,Thriller",tt1205537,-9422588,0.8429568666666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1125,2018-12-25,Vice,60000000,47836282,2018,12,Vice2018,Vice,Annapurna,Brad Pitt,Vice,"Biography,Comedy,Drama",tt6266538,-12163718,0.7972713666666666,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1133,2013-01-11,Gangster Squad,60000000,46000903,2013,1,Gangster Squad2013,Gangster Squad,WB,Michael Tadross,Gangster Squad,"Action,Crime,Drama",tt1321870,-13999097,0.7666817166666666,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1136,2017-04-07,Smurfs: The Lost Village,60000000,45020282,2017,4,Smurfs: The Lost Village2017,Smurfs: The Lost Village,Sony,Jordan Kerner,Smurfs: The Lost Village,"Adventure,Animation,Comedy",tt2398241,-14979718,0.7503380333333334,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1138,2018-10-12,First Man,60000000,44936545,2018,10,First Man2018,First Man,Uni.,Isaac Klausner,First Man,"Biography,Drama,History",tt1213641,-15063455,0.7489424166666667,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1142,2010-01-29,Edge of Darkness,60000000,43313890,2010,1,Edge of Darkness2010,Edge of Darkness,WB,Graham King,Edge of Darkness,"Crime,Drama,Mystery",tt1226273,-16686110,0.7218981666666666,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1153,2012-09-21,Trouble with the Curve,60000000,35763137,2012,9,Trouble with the Curve2012,Trouble with the Curve,WB,Michele Weisler,Trouble with the Curve,"Drama,Sport",tt2083383,-24236863,0.5960522833333334,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1163,2013-08-21,The Mortal Instruments: City of Bones,60000000,31165421,2013,8,The Mortal Instruments: City of Bones2013,The Mortal Instruments: City of Bones,SGem,Don Carmody,The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",tt1538403,-28834579,0.5194236833333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1167,2011-05-13,Priest,60000000,29136626,2011,5,Priest2011,Priest,SGem,Mitchell Peck,Priest,"Action,Adventure,Fantasy",tt0822847,-30863374,0.4856104333333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1183,2014-02-14,Winter's Tale,60000000,12600231,2014,2,Winterâs Tale2014,,,,,,,-47399769,0.21000385,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1187,2017-02-24,Rock Dog,60000000,9420546,2017,2,Rock Dog2017,Rock Dog,LG/S,,,,,-50579454,0.1570091,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1188,2015-01-23,Mortdecai,60000000,7696134,2015,1,Mortdecai2015,Mortdecai,LGF,Patrick McCormick,Mortdecai,"Action,Comedy,Crime",tt3045616,-52303866,0.1282689,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1193,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,2016,2,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing2016,,,,,,,-59290018,0.011833033333333333,3,3.8529411764705883,31000000.0,65000000.0,11378705.229850747
1194,2018-03-23,Sherlock Gnomes,59000000,43242871,2018,3,Sherlock Gnomes2018,Sherlock Gnomes,Par.,,,,,-15757129,0.7329300169491525,3,3.8235294117647056,31000000.0,65000000.0,11378705.229850747
1198,2016-02-12,Deadpool,58000000,363070709,2016,2,Deadpool2016,Deadpool,Fox,Simon Kinberg,Deadpool,"Action,Adventure,Comedy",tt1431045,305070709,6.259839810344827,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
1200,2014-12-25,American Sniper,58000000,350126372,2014,12,American Sniper2014,American Sniper,WB,Andrew Lazar,American Sniper,"Action,Biography,Drama",tt2179136,292126372,6.036661586206897,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
1201,2015-10-16,Goosebumps,58000000,80069458,2015,10,Goosebumps2015,Goosebumps,Sony,Deborah Forte,Goosebumps,"Adventure,Comedy,Family",tt1051904,22069458,1.3805078965517241,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
1204,2012-01-20,Red Tails,58000000,49876377,2012,1,Red Tails2012,Red Tails,Fox,Rick McCallum,Red Tails,"Action,Adventure,Drama",tt0485985,-8123623,0.8599375344827587,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
1207,2013-06-07,The Internship,58000000,44672764,2013,6,The Internship2013,The Internship,Fox,,,,,-13327236,0.7702200689655172,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
1210,2017-03-24,Life,58000000,30234022,2017,3,Life2017,,,Dana Goldberg,Life,"Horror,Sci-Fi,Thriller",tt5442430,-27765978,0.5212762413793104,3,3.7941176470588234,31000000.0,65000000.0,11378705.229850747
1216,2010-09-10,Resident Evil: Afterlife,57500000,60128566,2010,9,Resident Evil: Afterlife2010,Resident Evil: Afterlife,SGem,Robert Kulzer,Resident Evil: Afterlife,"Action,Adventure,Horror",tt1220634,2628566,1.0457141913043477,3,3.7794117647058822,31000000.0,65000000.0,11378705.229850747
1221,2012-06-15,That's My Boy,57500000,36931089,2012,6,That's My Boy2012,That's My Boy,Sony,Allen Covert,That's My Boy,Comedy,tt1232200,-20568911,0.6422798086956522,3,3.7794117647058822,31000000.0,65000000.0,11378705.229850747
1225,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000,51774002,2012,2,Ghost Rider: Spirit of Vengeance2012,Ghost Rider: Spirit of Vengeance,Sony,,,,,-5225998,0.9083158245614035,3,3.764705882352941,31000000.0,65000000.0,11378705.229850747
1229,2014-12-25,Into the Woods,56200000,128002372,2014,12,Into the Woods2014,Into the Woods,BV,John DeLuca,Into the Woods,"Adventure,Comedy,Drama",tt2180411,71802372,2.277622277580071,3,3.7411764705882353,31000000.0,65000000.0,11378705.229850747
1235,2016-01-22,Zhuo yao ji,56000000,32766,2016,1,Zhuo yao ji2016,,,,,,,-55967234,0.0005851071428571429,3,3.735294117647059,31000000.0,65000000.0,11378705.229850747
1238,2018-11-02,Bohemian Rhapsody,55000000,216303339,2018,11,Bohemian Rhapsody2018,Bohemian Rhapsody,Fox,Jim Beach,Bohemian Rhapsody,"Biography,Drama,Music",tt1727824,161303339,3.9327879818181817,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1246,2017-02-10,Fifty Shades Darker,55000000,114434010,2017,2,Fifty Shades Darker2017,Fifty Shades Darker,Uni.,Marcus Viscidi,Fifty Shades Darker,"Drama,Romance",tt4465564,59434010,2.0806183636363635,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1249,2013-10-11,Captain Phillips,55000000,107136417,2013,10,Captain Phillips2013,Captain Phillips,Sony,Michael De Luca,Captain Phillips,"Biography,Drama,Thriller",tt1535109,52136417,1.9479348545454545,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1253,2017-11-10,Murder on the Orient Express,55000000,102826543,2017,11,Murder on the Orient Express2017,,,Michael Schaefer,Murder on the Orient Express,"Crime,Drama,Mystery",tt3402236,47826543,1.8695735090909091,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1257,2014-09-26,The Equalizer,55000000,101530738,2014,9,The Equalizer2014,The Equalizer,Sony,Jason Blumenthal,The Equalizer,"Action,Crime,Thriller",tt0455944,46530738,1.8460134181818182,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1259,2018-02-09,Fifty Shades Freed,55000000,100407760,2018,2,Fifty Shades Freed2018,Fifty Shades Freed,Uni.,Marcus Viscidi,Fifty Shades Freed,"Drama,Romance,Thriller",tt4477536,45407760,1.8255956363636363,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1263,2010-04-09,Date Night,55000000,98711404,2010,4,Date Night2010,Date Night,Fox,,,,,43711404,1.7947528,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1269,2015-01-16,Paddington,55000000,76223578,2015,1,Paddington2015,Paddington,W/Dim.,,,,,21223578,1.3858832363636364,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1273,2011-06-17,Mr. Poppers's Penguins,55000000,68224452,2011,6,Mr. Poppers's Penguins2011,,,,,,,13224452,1.2404445818181817,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1280,2013-11-01,Free Birds,55000000,55750480,2013,11,Free Birds2013,Free Birds,Rela.,,,,,750480,1.0136450909090908,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1284,2014-03-21,Muppets Most Wanted,55000000,51178893,2014,3,Muppets Most Wanted2014,Muppets Most Wanted,BV,David Hoberman,Muppets Most Wanted,"Adventure,Comedy,Crime",tt2281587,-3821107,0.9305253272727273,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
1287,2016-08-19,Kubo and the Two Strings,55000000,48023088,2016,8,Kubo and the Two Strings2016,Kubo and the Two Strings,Focus,Arianne Sutner,Kubo and the Two Strings,"Action,Adventure,Animation",tt4302938,-6976912,0.8731470545454545,3,3.7058823529411766,31000000.0,65000000.0,11378705.229850747
